,mol_path,group,msg
0,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ABASOO_0.xyz,metal,NO_METAL
1,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ABASOO_1.xyz,metal,NO_METAL
2,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ABASOO_2.xyz,metal,NO_METAL
3,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ABIPIK_0.xyz,topolocial,NOT_SATURATED
4,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ABOSOZ_0.xyz,charge,MOL_ODD_NUMBER_OF_ELECTRONS
5,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ABOSOZ_1.xyz,metal,NO_METAL
6,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ABOSOZ_2.xyz,metal,NO_METAL
7,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ABOSUF_0.xyz,charge,TOO_LARGE_COUNTER_MOL
8,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ABOSUF_1.xyz,metal,NO_METAL
9,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ABOSUF_2.xyz,metal,NO_METAL
10,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACANIF_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
11,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACANIF_1.xyz,metal,NO_METAL
12,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACEJUO_0.xyz,metal,NO_METAL
13,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACIXOA_0.xyz,topolocial,HAS_MORE_THAN_4_PYRROLES
14,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACIXOA_1.xyz,metal,NO_METAL
15,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACIXUG_0.xyz,topolocial,HAS_MORE_THAN_4_PYRROLES
16,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACIXUG_1.xyz,metal,NO_METAL
17,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACIYAN_0.xyz,topolocial,HAS_MORE_THAN_4_PYRROLES
18,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACIYAN_1.xyz,metal,NO_METAL
19,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACOSOC_0.xyz,metal,NO_METAL
20,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACOSUI_0.xyz,metal,NO_METAL
21,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACOTIV01_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
22,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACOTIV01_1.xyz,metal,NO_METAL
23,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACOTIV_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
24,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACOTIV_1.xyz,metal,NO_METAL
25,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACUPOG_0.xyz,metal,NO_METAL
26,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACUPOG_1.xyz,metal,NO_METAL
27,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACUPOG_2.xyz,metal,NO_METAL
28,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ACUPOG_3.xyz,metal,NO_METAL
29,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ADACIU_0.xyz,topolocial,NOT_SATURATED
30,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ADACIU_1.xyz,metal,NO_METAL
31,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ADICID_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
32,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ADICID_1.xyz,metal,NO_METAL
33,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ADICID_2.xyz,metal,NO_METAL
34,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ADIQAI_0.xyz,valid,VALID
35,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ADIWIV_0.xyz,topolocial,NOT_A_MONOMER
36,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ADIWOB_0.xyz,topolocial,NOT_A_MONOMER
37,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ADIWUH_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
38,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ADIXAO_0.xyz,topolocial,NOT_A_MONOMER
39,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ADIXES_0.xyz,topolocial,NOT_A_MONOMER
40,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AFEDAS_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
41,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AFEDAS_1.xyz,metal,NO_METAL
42,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AGAHUO_0.xyz,metal,NO_METAL
43,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AGAKEB_0.xyz,metal,NO_METAL
44,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AGAKOL_0.xyz,metal,NO_METAL
45,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AGAKOL_1.xyz,metal,NO_METAL
46,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AGOKOY_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
47,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AGOKOY_1.xyz,metal,NO_METAL
48,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AGUKUI_0.xyz,topolocial,NOT_A_MONOMER
49,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AGUKUI_1.xyz,metal,NO_METAL
50,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AGUKUI_2.xyz,metal,NO_METAL
51,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AHAQUV_0.xyz,charge,MOL_ODD_NUMBER_OF_ELECTRONS
52,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AHAQUV_1.xyz,metal,NO_METAL
53,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AHIHII_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
54,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AHIHII_1.xyz,metal,NO_METAL
55,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AHOPOE_0.xyz,topolocial,NOT_A_MONOMER
56,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AJASIQ_0.xyz,metal,NO_METAL
57,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AJASIQ_1.xyz,metal,NO_METAL
58,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AJASIQ_2.xyz,metal,NO_METAL
59,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AJEKAB_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
60,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AJEKAB_1.xyz,metal,NO_METAL
61,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AJEWES_0.xyz,metal,NO_METAL
62,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AJIPEP_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
63,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AJIPEP_1.xyz,metal,NO_METAL
64,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AJUKUN_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
65,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AKEJEH_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
66,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AKICUS_0.xyz,metal,NO_METAL
67,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AKICUS_1.xyz,metal,NO_METAL
68,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AKIFAD_0.xyz,topolocial,BIDENTATE_MACROCYCLE_SUBS
69,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AKIFAD_1.xyz,metal,NO_METAL
70,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AKIFAD_2.xyz,metal,NO_METAL
71,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AKOTUQ_0.xyz,valid,VALID
72,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AKOTUQ_1.xyz,metal,NO_METAL
73,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALALAA_0.xyz,charge,MOL_ODD_NUMBER_OF_ELECTRONS
74,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALALIK_0.xyz,topolocial,NOT_A_MONOMER
75,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALALUW_0.xyz,metal,NO_METAL
76,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALIGAE_0.xyz,metal,NO_METAL
77,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALIGAE_1.xyz,metal,NO_METAL
78,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALIGAE_2.xyz,metal,NO_METAL
79,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALIGAE_3.xyz,metal,NO_METAL
80,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALIRIZ_0.xyz,topolocial,NOT_A_MONOMER
81,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALITAQ_0.xyz,charge,TOO_LARGE_COUNTER_MOL
82,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALITAQ_1.xyz,metal,NO_METAL
83,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALITAQ_2.xyz,metal,NO_METAL
84,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALITEU_0.xyz,valid,VALID
85,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALITEU_1.xyz,metal,NO_METAL
86,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALIZIE_0.xyz,topolocial,HAS_MORE_THAN_4_PYRROLES
87,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALIZIE_1.xyz,metal,NO_METAL
88,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALIZIE_2.xyz,metal,NO_METAL
89,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALIZIE_3.xyz,metal,NO_METAL
90,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALOGAJ_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
91,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALOGEN_0.xyz,topolocial,NOT_A_MONOMER
92,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ALOGEN_1.xyz,metal,NO_METAL
93,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AMABUN_0.xyz,metal,NO_METAL
94,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AMABUN_1.xyz,metal,NO_METAL
95,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AMABUN_2.xyz,metal,NO_METAL
96,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AMAJII_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
97,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AMAJOO_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
98,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AMAJOO_1.xyz,metal,NO_METAL
99,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AMETOB_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
100,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AMETOB_1.xyz,metal,NO_METAL
101,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AMETOB_2.xyz,metal,NO_METAL
102,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AMETUH_0.xyz,charge,MOL_ODD_NUMBER_OF_ELECTRONS
103,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ANOVIJ_0.xyz,metal,NO_METAL
104,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ANOVIJ_1.xyz,metal,NO_METAL
105,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ANOVIJ_2.xyz,metal,NO_METAL
106,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ANPRNA_0.xyz,metal,NO_METAL
107,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ANUYOY_0.xyz,valid,VALID
108,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APANUC_0.xyz,valid,VALID
109,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APEQUJ_0.xyz,metal,NO_METAL
110,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APEQUJ_1.xyz,metal,NO_METAL
111,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APEYOM_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
112,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APEYOM_1.xyz,metal,NO_METAL
113,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APEYOM_2.xyz,metal,NO_METAL
114,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APEYOM_3.xyz,metal,NO_METAL
115,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APEZAZ_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
116,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APEZAZ_1.xyz,metal,NO_METAL
117,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APEZAZ_2.xyz,metal,NO_METAL
118,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APEZAZ_3.xyz,metal,NO_METAL
119,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APIXII_0.xyz,metal,NO_METAL
120,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APIXII_1.xyz,metal,NO_METAL
121,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APIZOQ_0.xyz,metal,NO_METAL
122,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APIZOQ_1.xyz,metal,NO_METAL
123,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/APIZOQ_2.xyz,metal,NO_METAL
124,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AQINUK_0.xyz,charge,MOL_ODD_NUMBER_OF_ELECTRONS
125,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AQINUK_1.xyz,metal,NO_METAL
126,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AQOCOY_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
127,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AQOCOY_1.xyz,charge,TOO_LARGE_COUNTER_MOL
128,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AQOCOY_2.xyz,metal,NO_METAL
129,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AQOCUE_0.xyz,charge,COUNTER_MOL_ODD_NUMBER_OF_ELECTRONS
130,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AQOCUE_1.xyz,metal,NO_METAL
131,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AQOCUE_2.xyz,metal,NO_METAL
132,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AQOYAI_0.xyz,valid,VALID
133,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AQUDEV_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
134,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AQUDEV_1.xyz,metal,NO_METAL
135,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AQUDEV_2.xyz,metal,NO_METAL
136,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ARAVUN_0.xyz,metal,NO_METAL
137,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AROBEP_0.xyz,metal,NO_METAL
138,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AROBEP_1.xyz,metal,NO_METAL
139,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AROBEP_2.xyz,metal,NO_METAL
140,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ARODOC_0.xyz,valid,VALID
141,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ARORUV_0.xyz,metal,NO_METAL
142,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ARORUV_1.xyz,metal,NO_METAL
143,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ARORUV_2.xyz,metal,NO_METAL
144,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AROSAC_0.xyz,metal,NO_METAL
145,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AROSAC_1.xyz,metal,NO_METAL
146,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AROSIK_0.xyz,topolocial,NOT_SATURATED
147,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AROVUA_0.xyz,topolocial,BIDENTATE_MACROCYCLE_SUBS
148,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AROWAH_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
149,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AROWAH_1.xyz,metal,NO_METAL
150,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ARUHAW_0.xyz,topolocial,NOT_A_MONOMER
151,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ARUHAW_1.xyz,metal,NO_METAL
152,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ARUXIW_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
153,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ARUXIW_1.xyz,topolocial,NOT_CONNECTED_MOLECULE
154,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ARUXIW_2.xyz,metal,NO_METAL
155,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ARUXIW_3.xyz,metal,NO_METAL
156,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ASESIB_0.xyz,charge,TOO_LARGE_COUNTER_MOL
157,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ASESIB_1.xyz,metal,NO_METAL
158,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ASIPIB_0.xyz,valid,VALID
159,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ASIPIB_1.xyz,metal,NO_METAL
160,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ASIPIC_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
161,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ASIPOH_0.xyz,valid,VALID
162,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ASIPOH_1.xyz,metal,NO_METAL
163,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ASIPUN_0.xyz,valid,VALID
164,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ASIPUN_1.xyz,metal,NO_METAL
165,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ASOBOB_0.xyz,topolocial,NOT_A_MONOMER
166,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ASOBOB_1.xyz,metal,NO_METAL
167,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ASOBUH_0.xyz,topolocial,NOT_A_MONOMER
168,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ASOBUH_1.xyz,metal,NO_METAL
169,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATAWAU_0.xyz,charge,MOL_ODD_NUMBER_OF_ELECTRONS
170,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATAWAU_1.xyz,metal,NO_METAL
171,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATEVIG_0.xyz,metal,NO_METAL
172,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATEVIG_1.xyz,metal,NO_METAL
173,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATEWUT_0.xyz,valid,VALID
174,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATIRAW_0.xyz,topolocial,NOT_A_MONOMER
175,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATIREA_0.xyz,topolocial,NOT_A_MONOMER
176,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATIREA_1.xyz,topolocial,NOT_A_MONOMER
177,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATIREA_2.xyz,metal,NO_METAL
178,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATIREA_3.xyz,metal,NO_METAL
179,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATIREA_4.xyz,metal,NO_METAL
180,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATIXIL_0.xyz,metal,NO_METAL
181,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATIXIL_1.xyz,metal,NO_METAL
182,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATUSOX_0.xyz,valid,VALID
183,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATUSOX_1.xyz,metal,NO_METAL
184,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATUVIX_0.xyz,metal,NO_METAL
185,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATUVIX_1.xyz,metal,NO_METAL
186,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/ATUVIX_2.xyz,metal,NO_METAL
187,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AVELIZ_0.xyz,charge,MOL_ODD_NUMBER_OF_ELECTRONS
188,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AVELIZ_1.xyz,metal,NO_METAL
189,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AVELOF_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
190,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AVELOF_1.xyz,metal,NO_METAL
191,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AVUCAW_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
192,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AVUCAW_1.xyz,metal,NO_METAL
193,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AVUCAW_2.xyz,metal,NO_METAL
194,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AVUQUF_0.xyz,topolocial,BIDENTATE_MACROCYCLE_SUBS
195,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AWAKOA_0.xyz,topolocial,BIDENTATE_MACROCYCLE_SUBS
196,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AWAKOA_1.xyz,metal,NO_METAL
197,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AWAKOA_2.xyz,metal,NO_METAL
198,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AWALAN_0.xyz,topolocial,NOT_CONNECTED_MOLECULE
199,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AWALAN_1.xyz,topolocial,NOT_CONNECTED_MOLECULE
200,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AWALAN_2.xyz,topolocial,BIDENTATE_MACROCYCLE_SUBS
201,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AWALAN_3.xyz,metal,NO_METAL
202,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AWALER_0.xyz,topolocial,BIDENTATE_MACROCYCLE_SUBS
203,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AWALER_1.xyz,metal,NO_METAL
204,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AWALIV_0.xyz,topolocial,BIDENTATE_MACROCYCLE_SUBS
205,/home/shachar/repos/PorCrystalStructures/data/raw_xyz/xyz/porphyrins/AWALOB_0.xyz,metal,NO_METAL
