,Unnamed: 0,positive_current,negative_current,total_current,acid_sqrt(J^2),acid_current,width,height,bond_start,bond_end,mapped_bond_start,mapped_bond_end,sid
67,67,0.679052,-39.030983,-38.351931,0.16599,4.677508,2.5,1.5,35,34,12,13,HOHZIO
68,68,19.05916,-7.409597,11.649563,0.138016,3.889207,2.5,1.5,35,36,12,5,HOHZIO
69,69,10.594228,-12.176155,-1.581927,0.097216,2.739481,2.5,1.5,36,83,5,16,HOHZIO
70,70,1.42216,-28.391093,-26.968932,0.121616,3.427068,2.5,1.5,37,36,3,5,HOHZIO
71,71,11.862682,-9.469296,2.393385,0.08299,2.338606,2.5,1.5,37,38,3,4,HOHZIO
72,72,11.034863,-9.261396,1.773466,0.0957,2.696757,2.5,1.5,38,39,4,2,HOHZIO
73,73,19.508005,-6.566715,12.94129,0.141415,3.984998,2.5,1.5,39,40,2,6,HOHZIO
74,74,10.681426,-12.398694,-1.717268,0.095761,2.698485,2.5,1.5,83,39,16,2,HOHZIO
75,75,20.552635,-5.784979,14.767656,0.145659,4.104588,2.5,1.5,40,41,6,7,HOHZIO
76,76,10.25996,-9.932319,0.327641,0.093724,2.641095,2.5,1.5,41,42,7,8,HOHZIO
77,77,3.051486,-30.083193,-27.031707,0.123556,3.481743,2.5,1.5,84,41,9,7,HOHZIO
78,78,1.65794,-26.048202,-24.390262,0.096017,2.705714,2.5,1.5,43,42,10,8,HOHZIO
79,79,1.661656,-26.577447,-24.915791,0.113248,3.191255,2.5,1.5,44,43,11,10,HOHZIO
80,80,0.630448,-39.55353,-38.923082,0.169599,4.779189,2.5,1.5,45,44,21,11,HOHZIO
81,81,3.110268,-29.364717,-26.254449,0.122703,3.457685,2.5,1.5,44,84,11,9,HOHZIO
82,82,19.725372,-7.081923,12.643448,0.141853,3.997332,2.5,1.5,45,46,21,18,HOHZIO
83,83,1.426443,-28.397779,-26.971336,0.12417,3.499044,2.5,1.5,47,46,19,18,HOHZIO
84,84,11.005906,-12.088213,-1.082307,0.098375,2.772145,2.5,1.5,46,85,18,17,HOHZIO
85,85,11.998934,-9.829151,2.169784,0.083205,2.344676,2.5,1.5,47,48,19,20,HOHZIO
86,86,10.513317,-9.68809,0.825228,0.090725,2.556588,2.5,1.5,48,49,20,23,HOHZIO
87,87,20.982782,-5.698739,15.284042,0.144007,4.058046,2.5,1.5,50,31,24,22,HOHZIO
88,88,3.09993,-29.958824,-26.858894,0.124068,3.496151,2.5,1.5,82,31,14,22,HOHZIO
89,89,10.135697,-10.494778,-0.359081,0.094651,2.667221,2.5,1.5,31,32,22,1,HOHZIO
90,90,3.2259,-29.814985,-26.589085,0.119183,3.358511,2.5,1.5,49,85,23,17,HOHZIO
91,91,18.655195,-7.056022,11.599173,0.135549,3.819698,2.5,1.5,49,50,23,24,HOHZIO
92,92,2.289402,-13.999857,-11.710456,0.086145,2.427515,2.5,1.5,30,84,-1,9,HOHZIO
93,93,2.435724,-14.50952,-12.073796,0.092126,2.596064,2.5,1.5,30,85,-1,17,HOHZIO
94,94,2.208611,-14.263994,-12.055384,0.083569,2.354925,2.5,1.5,30,83,-1,16,HOHZIO
95,95,2.266073,-14.326608,-12.060535,0.088156,2.48419,2.5,1.5,30,82,-1,14,HOHZIO
96,96,0.019403,-25.431082,-25.41168,0.085455,2.408077,3.0,1.5,33,32,15,1,HOHZIO
97,97,0.536166,-23.090542,-22.554376,0.100002,2.817991,3.0,1.5,34,33,13,15,HOHZIO
98,98,3.804626,-29.403207,-25.598582,0.124564,3.51015,3.0,1.5,34,82,13,14,HOHZIO
99,99,0.004051,-33.777626,-33.773575,0.148364,4.180821,3.0,1.5,35,34,12,13,HOHZIO
100,100,8.766944,-7.56949,1.197454,0.091087,2.566775,3.0,1.5,35,36,12,5,HOHZIO
101,101,1.508496,-12.138305,-10.629809,0.061234,1.72555,3.0,1.5,36,83,5,16,HOHZIO
102,102,1.027144,-23.821814,-22.79467,0.105076,2.960976,3.0,1.5,37,36,3,5,HOHZIO
103,103,12.964605,-9.404043,3.560562,0.074089,2.087775,3.0,1.5,37,38,3,4,HOHZIO
104,104,9.796188,-9.376437,0.419751,0.086244,2.430305,3.0,1.5,38,39,4,2,HOHZIO
105,105,9.42465,-6.662262,2.762387,0.094605,2.665922,3.0,1.5,39,40,2,6,HOHZIO
106,106,1.546855,-12.413072,-10.866218,0.061553,1.734532,3.0,1.5,83,39,16,2,HOHZIO
107,107,10.285035,-5.852252,4.432783,0.097681,2.752605,3.0,1.5,40,41,6,7,HOHZIO
108,108,9.227288,-9.993191,-0.765903,0.086705,2.443297,3.0,1.5,41,42,7,8,HOHZIO
109,109,3.86287,-29.359372,-25.496503,0.122342,3.447512,3.0,1.5,84,41,9,7,HOHZIO
110,110,0.002412,-25.179679,-25.177267,0.086005,2.423566,3.0,1.5,43,42,10,8,HOHZIO
111,111,0.530445,-22.84854,-22.318095,0.098303,2.770107,3.0,1.5,44,43,11,10,HOHZIO
112,112,0.000985,-34.159111,-34.158126,0.151148,4.25925,3.0,1.5,45,44,21,11,HOHZIO
113,113,3.720711,-28.753009,-25.032298,0.121144,3.413778,3.0,1.5,44,84,11,9,HOHZIO
114,114,8.969095,-7.206243,1.762852,0.093967,2.647933,3.0,1.5,45,46,21,18,HOHZIO
115,115,1.018651,-23.810382,-22.79173,0.106694,3.006581,3.0,1.5,47,46,19,18,HOHZIO
116,116,1.393128,-12.149348,-10.75622,0.059954,1.689478,3.0,1.5,46,85,18,17,HOHZIO
117,117,13.573433,-9.731295,3.842138,0.076899,2.166963,3.0,1.5,47,48,19,20,HOHZIO
118,118,9.51265,-9.794067,-0.281417,0.083052,2.340344,3.0,1.5,48,49,20,23,HOHZIO
119,119,10.624286,-5.807494,4.816791,0.096514,2.719719,3.0,1.5,50,31,24,22,HOHZIO
120,120,3.834789,-29.351831,-25.517042,0.122862,3.462167,3.0,1.5,82,31,14,22,HOHZIO
121,121,9.214056,-10.57774,-1.363684,0.088309,2.488502,3.0,1.5,31,32,22,1,HOHZIO
122,122,3.751566,-29.361725,-25.610159,0.117904,3.32247,3.0,1.5,49,85,23,17,HOHZIO
123,123,8.885347,-7.182926,1.702421,0.089196,2.513493,3.0,1.5,49,50,23,24,HOHZIO
124,124,0.016155,-14.314581,-14.298425,0.074486,2.098959,3.0,1.5,30,84,-1,9,HOHZIO
125,125,0.004028,-15.080589,-15.076561,0.079361,2.236359,3.0,1.5,30,85,-1,17,HOHZIO
126,126,0.004783,-14.902989,-14.898205,0.073208,2.062962,3.0,1.5,30,83,-1,16,HOHZIO
127,127,0.005971,-14.710193,-14.704223,0.076438,2.153971,3.0,1.5,30,82,-1,14,HOHZIO
128,128,0.0,-11.585854,-11.585854,0.039815,1.121952,3.5,1.5,33,32,15,1,HOHZIO
129,129,3.135362,-7.061717,-3.926355,0.044989,1.267755,3.5,1.5,34,33,13,15,HOHZIO
130,130,3.813141,-29.436102,-25.62296,0.124516,3.508785,3.5,1.5,34,82,13,14,HOHZIO
131,131,0.020593,-22.863584,-22.84299,0.106434,2.99924,3.5,1.5,35,34,12,13,HOHZIO
132,132,4.291015,-6.836338,-2.545323,0.051573,1.453307,3.5,1.5,35,36,12,5,HOHZIO
133,133,4.483546,-4.230966,0.252581,0.027583,0.777272,3.5,1.5,36,83,5,16,HOHZIO
134,134,8.291698,-7.734689,0.557009,0.058592,1.65108,3.5,1.5,37,36,3,5,HOHZIO
135,135,13.028943,-9.442048,3.586894,0.074133,2.089034,3.5,1.5,37,38,3,4,HOHZIO
136,136,11.266536,-9.377746,1.88879,0.09025,2.5432,3.5,1.5,38,39,4,2,HOHZIO
137,137,5.099988,-5.989308,-0.88932,0.054388,1.53261,3.5,1.5,39,40,2,6,HOHZIO
138,138,4.913548,-4.462102,0.451446,0.032152,0.906024,3.5,1.5,83,39,16,2,HOHZIO
139,139,5.686788,-5.338843,0.347945,0.055217,1.555987,3.5,1.5,40,41,6,7,HOHZIO
140,140,7.57812,-9.054271,-1.476152,0.080523,2.269091,3.5,1.5,41,42,7,8,HOHZIO
141,141,3.849792,-29.36735,-25.517557,0.122289,3.446034,3.5,1.5,84,41,9,7,HOHZIO
142,142,0.0,-11.429344,-11.429344,0.039985,1.126746,3.5,1.5,43,42,10,8,HOHZIO
143,143,3.120261,-7.149419,-4.029158,0.046419,1.308067,3.5,1.5,44,43,11,10,HOHZIO
144,144,0.006139,-23.129356,-23.123217,0.108383,3.054172,3.5,1.5,45,44,21,11,HOHZIO
145,145,3.733565,-28.786909,-25.053344,0.121084,3.412072,3.5,1.5,44,84,11,9,HOHZIO
146,146,4.04027,-6.561536,-2.521267,0.052457,1.478208,3.5,1.5,45,46,21,18,HOHZIO
147,147,8.352808,-7.732257,0.620551,0.060126,1.694318,3.5,1.5,47,46,19,18,HOHZIO
148,148,4.281623,-4.397104,-0.115481,0.026907,0.758233,3.5,1.5,46,85,18,17,HOHZIO
149,149,13.634985,-9.754294,3.880691,0.076972,2.169021,3.5,1.5,47,48,19,20,HOHZIO
150,150,10.606295,-9.88285,0.723445,0.085955,2.422167,3.5,1.5,48,49,20,23,HOHZIO
151,151,5.802124,-5.294524,0.5076,0.05468,1.540857,3.5,1.5,50,31,24,22,HOHZIO
152,152,3.834386,-29.374514,-25.540129,0.122826,3.461166,3.5,1.5,82,31,14,22,HOHZIO
153,153,7.530971,-9.410707,-1.879736,0.081004,2.282642,3.5,1.5,31,32,22,1,HOHZIO
154,154,3.785898,-29.420044,-25.634146,0.117859,3.321192,3.5,1.5,49,85,23,17,HOHZIO
155,155,4.979706,-6.454842,-1.475136,0.051611,1.454366,3.5,1.5,49,50,23,24,HOHZIO
156,156,0.594505,-11.782567,-11.188062,0.059403,1.673934,3.5,1.5,30,84,-1,9,HOHZIO
157,157,0.656619,-12.779747,-12.123128,0.06409,1.806025,3.5,1.5,30,85,-1,17,HOHZIO
158,158,0.638235,-12.653515,-12.01528,0.059742,1.683501,3.5,1.5,30,83,-1,16,HOHZIO
159,159,0.578747,-12.211524,-11.632776,0.060542,1.706045,3.5,1.5,30,82,-1,14,HOHZIO
160,160,0.0,-2.325191,-2.325191,0.005858,0.165066,4.0,1.5,33,32,15,1,HOHZIO
161,161,5.97419,-0.724104,5.250086,0.04963,1.39854,4.0,1.5,34,33,13,15,HOHZIO
0,0,7.787367,-19.697816,-11.910449,0.126942,3.577145,1.5,1.5,30,41,1,22,HIZCEA
1,1,7.634028,-19.926338,-12.29231,0.107299,3.023628,1.5,1.5,32,30,15,1,HIZCEA
2,2,7.835807,-19.637942,-11.802135,0.126675,3.569628,1.5,1.5,34,32,13,15,HIZCEA
3,3,9.401489,-23.293908,-13.892418,0.128421,3.61883,1.5,1.5,34,89,13,14,HIZCEA
4,4,5.56477,-29.55417,-23.989401,0.167738,4.726755,1.5,1.5,36,34,12,13,HIZCEA
5,5,29.543624,-5.141152,24.402471,0.166235,4.684391,1.5,1.5,36,37,12,5,HIZCEA
6,6,22.221957,-10.708634,11.513323,0.145772,4.107771,1.5,1.5,37,90,5,16,HIZCEA
7,7,19.358484,-8.20409,11.154394,0.127195,3.584269,1.5,1.5,37,38,5,3,HIZCEA
8,8,19.927718,-7.676589,12.251128,0.107272,3.022868,1.5,1.5,38,39,3,4,HIZCEA
9,9,19.620055,-7.831667,11.788387,0.124847,3.518108,1.5,1.5,39,46,4,2,HIZCEA
10,10,30.066644,-4.655834,25.41081,0.16576,4.671026,1.5,1.5,46,48,2,6,HIZCEA
11,11,21.474896,-10.030656,11.444239,0.113248,3.191249,1.5,1.5,90,46,16,2,HIZCEA
12,12,4.624048,-30.473802,-25.849754,0.169702,4.782109,1.5,1.5,50,48,7,6,HIZCEA
13,13,7.547309,-20.108967,-12.561658,0.127372,3.589278,1.5,1.5,53,50,8,7,HIZCEA
14,14,10.117569,-22.543882,-12.426312,0.129848,3.659048,1.5,1.5,91,50,9,7,HIZCEA
15,15,7.392287,-20.301757,-12.909471,0.10874,3.064218,1.5,1.5,54,53,10,8,HIZCEA
16,16,7.896571,-19.615087,-11.718516,0.127065,3.580626,1.5,1.5,56,54,11,10,HIZCEA
17,17,4.69299,-29.796055,-25.103065,0.167785,4.728084,1.5,1.5,58,56,21,11,HIZCEA
18,18,9.058178,-24.683193,-15.625015,0.153455,4.32426,1.5,1.5,56,91,11,9,HIZCEA
19,19,30.044628,-4.312434,25.732194,0.166707,4.697715,1.5,1.5,58,60,21,18,HIZCEA
20,20,7.477111,-19.954481,-12.47737,0.131525,3.706297,1.5,1.5,61,60,19,18,HIZCEA
21,21,21.02098,-13.057678,7.963302,0.142938,4.027897,1.5,1.5,60,92,18,17,HIZCEA
22,22,19.834472,-7.72997,12.104502,0.107494,3.029114,1.5,1.5,61,62,19,20,HIZCEA
23,23,19.545215,-7.987208,11.558007,0.124777,3.516138,1.5,1.5,62,63,20,23,HIZCEA
24,24,4.934011,-30.22623,-25.292219,0.168718,4.754377,1.5,1.5,41,64,22,24,HIZCEA
25,25,11.080267,-21.895476,-10.815208,0.129208,3.640996,1.5,1.5,89,41,14,22,HIZCEA
26,26,23.730085,-11.000358,12.729728,0.130483,3.676947,1.5,1.5,92,63,17,23,HIZCEA
27,27,29.777286,-5.275015,24.502271,0.167232,4.712505,1.5,1.5,63,64,23,24,HIZCEA
28,28,8.124348,-10.704763,-2.580415,0.755126,21.278999,1.5,1.5,1,92,-1,17,HIZCEA
29,29,3.805421,-43.466522,-39.6611,0.461213,12.996702,1.5,1.5,1,91,-1,9,HIZCEA
30,30,5.124833,-41.657696,-36.532863,0.450727,12.701208,1.5,1.5,1,89,-1,14,HIZCEA
31,31,18.251419,-8.705994,9.545425,0.827901,23.32977,1.5,1.5,1,90,-1,16,HIZCEA
32,32,4.895049,-26.538034,-21.642985,0.13219,3.725024,2.0,1.5,30,41,1,22,HIZCEA
33,33,4.637958,-26.274546,-21.636588,0.111533,3.142944,2.0,1.5,32,30,15,1,HIZCEA
34,34,4.74207,-25.848258,-21.106188,0.131171,3.696322,2.0,1.5,34,32,13,15,HIZCEA
35,35,6.208686,-27.795091,-21.586405,0.129412,3.646749,2.0,1.5,34,89,13,14,HIZCEA
36,36,3.009667,-38.352496,-35.34283,0.176856,4.983707,2.0,1.5,36,34,12,13,HIZCEA
37,37,28.591052,-6.486629,22.104423,0.167426,4.71797,2.0,1.5,36,37,12,5,HIZCEA
38,38,18.112662,-12.390589,5.722073,0.143293,4.037903,2.0,1.5,37,90,5,16,HIZCEA
39,39,16.218237,-9.062367,7.15587,0.121173,3.414575,2.0,1.5,37,38,5,3,HIZCEA
40,40,17.173208,-8.599794,8.573414,0.104835,2.954182,2.0,1.5,38,39,3,4,HIZCEA
41,41,17.254006,-8.691827,8.562179,0.119811,3.376211,2.0,1.5,39,46,4,2,HIZCEA
42,42,28.933916,-5.9518,22.982116,0.166117,4.681091,2.0,1.5,46,48,2,6,HIZCEA
43,43,17.700656,-11.931057,5.769599,0.111371,3.138358,2.0,1.5,90,46,16,2,HIZCEA
44,44,2.554983,-38.539461,-35.984478,0.176877,4.984293,2.0,1.5,50,48,7,6,HIZCEA
45,45,4.695652,-26.816438,-22.120786,0.132812,3.74257,2.0,1.5,53,50,8,7,HIZCEA
46,46,6.493955,-26.742939,-20.248984,0.124965,3.521442,2.0,1.5,91,50,9,7,HIZCEA
47,47,4.421876,-26.778781,-22.356904,0.113252,3.191382,2.0,1.5,54,53,10,8,HIZCEA
48,48,4.692496,-26.120809,-21.428313,0.131671,3.710419,2.0,1.5,56,54,11,10,HIZCEA
49,49,2.625254,-38.862831,-36.237577,0.177205,4.99352,2.0,1.5,58,56,21,11,HIZCEA
50,50,5.90328,-29.033355,-23.130075,0.14583,4.109391,2.0,1.5,56,91,11,9,HIZCEA
51,51,29.333455,-5.507207,23.826248,0.169722,4.782652,2.0,1.5,58,60,21,18,HIZCEA
52,52,4.531276,-26.601752,-22.070476,0.136708,3.852342,2.0,1.5,61,60,19,18,HIZCEA
53,53,16.740099,-16.037986,0.702113,0.141731,3.993904,2.0,1.5,60,92,18,17,HIZCEA
54,54,16.967436,-8.493721,8.473716,0.105032,2.959748,2.0,1.5,61,62,19,20,HIZCEA
55,55,17.136831,-8.900863,8.235968,0.120554,3.397141,2.0,1.5,62,63,20,23,HIZCEA
56,56,2.660764,-38.12795,-35.467186,0.175823,4.954592,2.0,1.5,41,64,22,24,HIZCEA
57,57,7.121534,-26.543142,-19.421608,0.128087,3.609411,2.0,1.5,89,41,14,22,HIZCEA
58,58,19.703851,-13.214387,6.489464,0.127292,3.587019,2.0,1.5,92,63,17,23,HIZCEA
59,59,28.673012,-6.923083,21.74993,0.167587,4.722497,2.0,1.5,63,64,23,24,HIZCEA
60,60,4.842587,-13.412967,-8.57038,0.755594,21.292203,2.0,1.5,1,92,-1,17,HIZCEA
61,61,5.424272,-47.90379,-42.479517,0.451764,12.730449,2.0,1.5,1,91,-1,9,HIZCEA
62,62,3.696592,-49.891686,-46.195094,0.437943,12.340983,2.0,1.5,1,89,-1,14,HIZCEA
63,63,12.275935,-11.174541,1.101393,0.817335,23.032014,2.0,1.5,1,90,-1,16,HIZCEA
64,64,1.413444,-28.380811,-26.967366,0.126833,3.574074,2.5,1.5,30,41,1,22,HIZCEA
65,65,1.31509,-28.121284,-26.806193,0.106665,3.005744,2.5,1.5,32,30,15,1,HIZCEA
66,66,1.412116,-28.275402,-26.863286,0.126348,3.560407,2.5,1.5,34,32,13,15,HIZCEA
67,67,3.413007,-28.253624,-24.840617,0.123453,3.478842,2.5,1.5,34,89,13,14,HIZCEA
68,68,0.718681,-39.441866,-38.723185,0.171429,4.830762,2.5,1.5,36,34,12,13,HIZCEA
69,69,18.983205,-6.627066,12.356139,0.140726,3.965578,2.5,1.5,36,37,12,5,HIZCEA
70,70,9.014607,-12.81136,-3.796753,0.127148,3.582953,2.5,1.5,37,90,5,16,HIZCEA
71,71,11.308806,-9.231623,2.077184,0.099621,2.807252,2.5,1.5,37,38,5,3,HIZCEA
72,72,12.324767,-8.617118,3.707649,0.087999,2.479756,2.5,1.5,38,39,3,4,HIZCEA
73,73,11.865124,-8.645274,3.219849,0.098629,2.779299,2.5,1.5,39,46,4,2,HIZCEA
74,74,19.27209,-6.424959,12.847131,0.14066,3.963714,2.5,1.5,46,48,2,6,HIZCEA
75,75,8.938778,-12.627474,-3.688696,0.094655,2.66732,2.5,1.5,90,46,16,2,HIZCEA
76,76,0.615561,-38.94673,-38.33117,0.171424,4.830624,2.5,1.5,50,48,7,6,HIZCEA
77,77,1.352174,-28.540175,-27.188002,0.127811,3.601634,2.5,1.5,53,50,8,7,HIZCEA
78,78,3.173415,-27.212373,-24.038958,0.109117,3.074846,2.5,1.5,91,50,9,7,HIZCEA
79,79,1.274941,-28.746525,-27.471584,0.108881,3.068206,2.5,1.5,54,53,10,8,HIZCEA
80,80,1.380353,-28.659477,-27.279123,0.126924,3.576644,2.5,1.5,56,54,11,10,HIZCEA
81,81,0.640727,-39.855329,-39.214601,0.171019,4.819221,2.5,1.5,58,56,21,11,HIZCEA
82,82,3.052257,-29.471786,-26.419529,0.125713,3.54251,2.5,1.5,56,91,11,9,HIZCEA
83,83,19.368119,-6.091128,13.276991,0.144449,4.070482,2.5,1.5,58,60,21,18,HIZCEA
84,84,1.35294,-29.123714,-27.770774,0.132473,3.733004,2.5,1.5,61,60,19,18,HIZCEA
85,85,7.883866,-17.343241,-9.459375,0.125259,3.52973,2.5,1.5,60,92,18,17,HIZCEA
86,86,12.555242,-8.627026,3.928216,0.089046,2.50927,2.5,1.5,61,62,19,20,HIZCEA
87,87,11.516758,-8.904809,2.611948,0.099428,2.80182,2.5,1.5,62,63,20,23,HIZCEA
88,88,0.63826,-38.544411,-37.906152,0.170677,4.809565,2.5,1.5,41,64,22,24,HIZCEA
89,89,3.414336,-27.072419,-23.658084,0.119241,3.360149,2.5,1.5,89,41,14,22,HIZCEA
90,90,10.114474,-13.898828,-3.784354,0.107449,3.027858,2.5,1.5,92,63,17,23,HIZCEA
91,91,19.035862,-7.616087,11.419775,0.141885,3.998236,2.5,1.5,63,64,23,24,HIZCEA
92,92,1.371232,-14.543305,-13.172073,0.71868,20.251989,2.5,1.5,1,92,-1,17,HIZCEA
93,93,5.107414,-47.871239,-42.763824,0.409147,11.529516,2.5,1.5,1,91,-1,9,HIZCEA
94,94,1.302681,-54.038124,-52.735443,0.3855,10.863174,2.5,1.5,1,89,-1,14,HIZCEA
95,95,5.139407,-12.580533,-7.441126,0.763076,21.503042,2.5,1.5,1,90,-1,16,HIZCEA
96,96,1.103488,-21.084902,-19.981414,0.099332,2.799127,3.0,1.5,30,41,1,22,HIZCEA
97,97,0.010482,-26.738202,-26.72772,0.096053,2.706724,3.0,1.5,32,30,15,1,HIZCEA
98,98,0.558254,-22.608748,-22.050494,0.101965,2.873312,3.0,1.5,34,32,13,15,HIZCEA
99,99,3.616429,-27.87858,-24.262151,0.121778,3.431622,3.0,1.5,34,89,13,14,HIZCEA
100,100,0.009603,-34.367904,-34.3583,0.153454,4.324238,3.0,1.5,36,34,12,13,HIZCEA
101,101,10.063258,-6.646108,3.41715,0.097189,2.738742,3.0,1.5,36,37,12,5,HIZCEA
102,102,1.455965,-12.709702,-11.253736,0.106802,3.009611,3.0,1.5,37,90,5,16,HIZCEA
103,103,10.937766,-9.268303,1.669463,0.096905,2.730715,3.0,1.5,37,38,5,3,HIZCEA
104,104,13.014611,-8.591826,4.422785,0.075573,2.129592,3.0,1.5,38,39,3,4,HIZCEA
105,105,11.230312,-8.654748,2.575564,0.095044,2.678281,3.0,1.5,39,46,4,2,HIZCEA
106,106,8.721363,-6.665165,2.056198,0.096708,2.725169,3.0,1.5,46,48,2,6,HIZCEA
107,107,0.877387,-12.591441,-11.714054,0.07064,1.990584,3.0,1.5,90,46,16,2,HIZCEA
108,108,0.087105,-33.380875,-33.293769,0.153289,4.319591,3.0,1.5,50,48,7,6,HIZCEA
109,109,2.401381,-21.293536,-18.892155,0.101617,2.86351,3.0,1.5,53,50,8,7,HIZCEA
110,110,3.43474,-26.888181,-23.453441,0.102663,2.892994,3.0,1.5,91,50,9,7,HIZCEA
111,111,0.005333,-27.256754,-27.251421,0.09841,2.773125,3.0,1.5,54,53,10,8,HIZCEA
112,112,0.592148,-22.856799,-22.264651,0.101684,2.865407,3.0,1.5,56,54,11,10,HIZCEA
113,113,0.0266,-34.632203,-34.605602,0.152643,4.301379,3.0,1.5,58,56,21,11,HIZCEA
114,114,3.442783,-29.075021,-25.632238,0.117227,3.303385,3.0,1.5,56,91,11,9,HIZCEA
115,115,8.654987,-6.659259,1.995727,0.105873,2.983434,3.0,1.5,58,60,21,18,HIZCEA
116,116,0.861148,-22.30918,-21.448032,0.104276,2.938432,3.0,1.5,61,60,19,18,HIZCEA
117,117,0.418842,-17.573377,-17.154535,0.103434,2.914705,3.0,1.5,60,92,18,17,HIZCEA
118,118,13.70588,-8.584513,5.121367,0.079282,2.234132,3.0,1.5,61,62,19,20,HIZCEA
119,119,10.660514,-8.860139,1.800375,0.095273,2.684739,3.0,1.5,62,63,20,23,HIZCEA
120,120,0.037445,-33.190119,-33.152674,0.152946,4.309936,3.0,1.5,41,64,22,24,HIZCEA
121,121,3.487069,-26.709338,-23.22227,0.115814,3.263576,3.0,1.5,89,41,14,22,HIZCEA
122,122,1.440843,-13.884618,-12.443775,0.077376,2.180414,3.0,1.5,92,63,17,23,HIZCEA
123,123,8.565111,-7.91959,0.645521,0.097229,2.739851,3.0,1.5,63,64,23,24,HIZCEA
124,124,0.496723,-13.993123,-13.4964,0.603054,16.993711,3.0,1.5,1,92,-1,17,HIZCEA
125,125,4.662328,-41.997796,-37.335468,0.340663,9.599676,3.0,1.5,1,91,-1,9,HIZCEA
126,126,0.380614,-52.84394,-52.463326,0.323732,9.122572,3.0,1.5,1,89,-1,14,HIZCEA
127,127,0.995855,-13.017171,-12.021316,0.625707,17.632048,3.0,1.5,1,90,-1,16,HIZCEA
128,128,6.072647,-5.868704,0.203943,0.055475,1.563248,3.5,1.5,30,41,1,22,HIZCEA
129,129,0.0,-12.094754,-12.094754,0.04503,1.268912,3.5,1.5,32,30,15,1,HIZCEA
130,130,2.207873,-7.137782,-4.929909,0.043668,1.230541,3.5,1.5,34,32,13,15,HIZCEA
0,0,7.429756,-19.729142,-12.299386,0.103374,2.913013,1.5,1.5,33,35,1,15,HAMGUX
1,1,7.750036,-20.622964,-12.872928,0.124682,3.513467,1.5,1.5,35,37,15,13,HAMGUX
2,2,4.772952,-31.79772,-27.024768,0.178271,5.023558,1.5,1.5,37,49,13,12,HAMGUX
3,3,21.539468,-8.300161,13.239307,0.120435,3.393796,1.5,1.5,37,69,13,14,HAMGUX
4,4,30.719472,-5.030061,25.689411,0.172664,4.865579,1.5,1.5,56,49,5,12,HAMGUX
5,5,19.910361,-7.84743,12.062931,0.123871,3.490612,1.5,1.5,58,56,3,5,HAMGUX
6,6,22.855817,-9.256605,13.599212,0.122577,3.45416,1.5,1.5,82,56,16,5,HAMGUX
7,7,20.151718,-7.944895,12.206823,0.106838,3.01062,1.5,1.5,59,58,4,3,HAMGUX
8,8,7.738667,-19.277384,-11.538718,0.124823,3.517445,1.5,1.5,59,61,4,2,HAMGUX
9,9,23.664814,-9.420057,14.244757,0.138927,3.914874,1.5,1.5,61,82,2,16,HAMGUX
10,10,30.272217,-5.122217,25.15,0.1786,5.032832,1.5,1.5,50,61,6,2,HAMGUX
11,11,4.957471,-30.165451,-25.20798,0.169332,4.771675,1.5,1.5,50,63,6,7,HAMGUX
12,12,8.024294,-18.826936,-10.802641,0.12569,3.541873,1.5,1.5,63,65,7,8,HAMGUX
13,13,11.096378,-26.461895,-15.365517,0.141114,3.976499,1.5,1.5,63,71,7,9,HAMGUX
14,14,7.8859,-20.804199,-12.918299,0.113297,3.192653,1.5,1.5,65,40,8,10,HAMGUX
15,15,20.11239,-6.908635,13.203756,0.133366,3.758179,1.5,1.5,41,40,11,10,HAMGUX
16,16,10.610145,-24.503892,-13.893747,0.130528,3.678212,1.5,1.5,71,41,9,11,HAMGUX
17,17,4.593162,-31.246704,-26.653542,0.1756,4.948303,1.5,1.5,41,28,11,21,HAMGUX
18,18,30.628791,-4.69588,25.93291,0.181008,5.100697,1.5,1.5,42,28,18,21,HAMGUX
19,19,25.179191,-9.82169,15.357501,0.147074,4.144472,1.5,1.5,72,42,17,18,HAMGUX
20,20,18.729706,-8.483674,10.246031,0.125103,3.525319,1.5,1.5,43,42,19,18,HAMGUX
21,21,7.961997,-19.774718,-11.81272,0.104255,2.937838,1.5,1.5,43,44,19,20,HAMGUX
22,22,19.096713,-7.698251,11.398462,0.117319,3.305975,1.5,1.5,45,44,23,20,HAMGUX
23,23,8.329065,-22.316307,-13.987242,0.1251,3.525244,1.5,1.5,31,69,22,14,HAMGUX
24,24,20.042939,-7.6609,12.382039,0.123812,3.488955,1.5,1.5,33,31,1,22,HAMGUX
25,25,24.343968,-9.468613,14.875355,0.136757,3.853722,1.5,1.5,45,72,23,17,HAMGUX
26,26,5.194019,-29.710291,-24.516273,0.164204,4.627169,1.5,1.5,29,31,24,22,HAMGUX
27,27,29.953692,-5.430332,24.52336,0.163183,4.598388,1.5,1.5,29,45,24,23,HAMGUX
28,28,4.166305,-2.083541,2.082764,0.039819,1.122086,1.5,1.5,82,11,16,-1,HAMGUX
29,29,0.114936,-2.122566,-2.00763,0.035831,1.009705,1.5,1.5,71,11,9,-1,HAMGUX
30,30,3.931281,-2.456499,1.474782,0.026766,0.75425,1.5,1.5,69,11,14,-1,HAMGUX
31,31,2.294165,-3.26381,-0.969645,0.024372,0.68678,1.5,1.5,72,11,17,-1,HAMGUX
32,32,4.510465,-26.686225,-22.17576,0.109049,3.07294,2.0,1.5,33,35,1,15,HAMGUX
