,Unnamed: 0,positive_current,negative_current,total_current,acid_sqrt(J^2),acid_current,width,height,bond_start,bond_end,mapped_bond_start,mapped_bond_end,sid
5,5,9.025463,-17.536055,-8.510592,0.111967,3.155152,1.5,1.5,14,16,5,3,VOFDIE
6,6,10.371157,-22.208022,-11.836864,0.117742,3.317902,1.5,1.5,14,111,5,16,VOFDIE
7,7,8.63234,-18.126234,-9.493894,0.095274,2.684769,1.5,1.5,16,18,3,4,VOFDIE
8,8,17.527215,-8.80981,8.717404,0.110361,3.109894,1.5,1.5,61,18,2,4,VOFDIE
9,9,27.503184,-5.619873,21.88331,0.151597,4.271922,1.5,1.5,63,61,6,2,VOFDIE
10,10,9.905912,-23.053134,-13.147222,0.121039,3.410795,1.5,1.5,111,61,16,2,VOFDIE
11,11,27.78998,-5.474862,22.315118,0.153441,4.323887,1.5,1.5,64,63,7,6,VOFDIE
12,12,17.539223,-9.046251,8.492972,0.112287,3.164192,1.5,1.5,65,64,8,7,VOFDIE
13,13,9.64271,-23.593018,-13.950308,0.123741,3.486936,1.5,1.5,64,112,7,9,VOFDIE
14,14,18.047846,-8.855685,9.192161,0.095506,2.691312,1.5,1.5,66,65,10,8,VOFDIE
15,15,9.036776,-17.373301,-8.336525,0.110149,3.103948,1.5,1.5,66,54,10,11,VOFDIE
16,16,22.807493,-10.075728,12.731765,0.118943,3.351746,1.5,1.5,54,112,11,9,VOFDIE
17,17,5.577978,-27.468396,-21.890418,0.150682,4.246142,1.5,1.5,54,55,11,21,VOFDIE
18,18,5.526645,-27.475821,-21.949176,0.150512,4.24133,1.5,1.5,55,56,21,18,VOFDIE
19,19,9.693405,-23.422835,-13.72943,0.124403,3.505617,1.5,1.5,56,106,18,17,VOFDIE
20,20,9.382551,-16.995485,-7.612934,0.109137,3.075405,1.5,1.5,56,57,18,19,VOFDIE
21,21,9.017015,-17.504368,-8.487352,0.09233,2.601807,1.5,1.5,57,58,19,20,VOFDIE
22,22,17.631616,-9.01069,8.620925,0.112691,3.175576,1.5,1.5,59,58,23,20,VOFDIE
23,23,9.723297,-23.403722,-13.680425,0.12275,3.459014,1.5,1.5,1,62,22,14,VOFDIE
24,24,27.602811,-5.457947,22.144864,0.150367,4.237264,1.5,1.5,1,60,22,24,VOFDIE
25,25,17.657455,-9.168019,8.489436,0.113906,3.209795,1.5,1.5,2,1,1,22,VOFDIE
26,26,9.89584,-23.108436,-13.212596,0.126033,3.551533,1.5,1.5,106,59,17,23,VOFDIE
27,27,27.890071,-5.35929,22.530781,0.152377,4.2939,1.5,1.5,60,59,24,23,VOFDIE
28,28,10.321364,-10.205574,0.11579,0.116082,3.271132,1.5,1.5,49,112,-1,9,VOFDIE
29,29,10.623006,-10.085605,0.537401,0.117041,3.298135,1.5,1.5,49,111,-1,16,VOFDIE
30,30,10.200383,-11.071928,-0.871546,0.127102,3.581655,1.5,1.5,49,106,-1,17,VOFDIE
31,31,9.801157,-9.396353,0.404803,0.107755,3.036485,1.5,1.5,49,62,-1,14,VOFDIE
32,32,14.399726,-10.16828,4.231446,0.092035,2.59348,2.0,1.5,4,2,15,1,VOFDIE
33,33,5.669639,-23.831194,-18.161556,0.119709,3.373334,2.0,1.5,4,6,15,13,VOFDIE
34,34,27.961795,-6.126999,21.834796,0.159261,4.487867,2.0,1.5,12,6,12,13,VOFDIE
35,35,19.050966,-11.54912,7.501847,0.114702,3.232239,2.0,1.5,6,62,13,14,VOFDIE
36,36,2.778789,-36.524708,-33.745919,0.164652,4.639786,2.0,1.5,12,14,12,5,VOFDIE
37,37,5.767595,-23.306928,-17.539333,0.114299,3.220891,2.0,1.5,14,16,5,3,VOFDIE
38,38,6.716328,-27.098887,-20.382559,0.118684,3.344448,2.0,1.5,14,111,5,16,VOFDIE
39,39,5.388064,-23.87305,-18.484986,0.098717,2.781785,2.0,1.5,16,18,3,4,VOFDIE
40,40,14.404269,-9.811932,4.592336,0.105586,2.975346,2.0,1.5,61,18,2,4,VOFDIE
41,41,26.69304,-6.982683,19.710357,0.153565,4.327384,2.0,1.5,63,61,6,2,VOFDIE
42,42,6.378686,-28.195244,-21.816558,0.122734,3.45858,2.0,1.5,111,61,16,2,VOFDIE
43,43,26.146268,-7.004244,19.142024,0.153123,4.314906,2.0,1.5,64,63,7,6,VOFDIE
44,44,14.55702,-9.952849,4.604171,0.108575,3.059581,2.0,1.5,65,64,8,7,VOFDIE
45,45,6.027257,-28.40688,-22.379622,0.124169,3.499018,2.0,1.5,64,112,7,9,VOFDIE
46,46,14.649615,-9.832226,4.817389,0.09207,2.594484,2.0,1.5,66,65,10,8,VOFDIE
47,47,5.684887,-23.293993,-17.609106,0.112465,3.169208,2.0,1.5,66,54,10,11,VOFDIE
48,48,19.239764,-11.631853,7.607911,0.114439,3.224817,2.0,1.5,54,112,11,9,VOFDIE
49,49,3.034664,-35.719152,-32.684488,0.159125,4.484045,2.0,1.5,54,55,11,21,VOFDIE
50,50,3.028667,-35.843888,-32.815221,0.160049,4.510095,2.0,1.5,55,56,21,18,VOFDIE
51,51,6.182834,-28.545721,-22.362887,0.126242,3.557432,2.0,1.5,56,106,18,17,VOFDIE
52,52,6.026598,-22.628297,-16.601698,0.111105,3.130862,2.0,1.5,56,57,18,19,VOFDIE
53,53,5.63716,-23.148929,-17.511769,0.094887,2.673861,2.0,1.5,57,58,19,20,VOFDIE
54,54,14.439044,-10.103709,4.335335,0.107681,3.034391,2.0,1.5,59,58,23,20,VOFDIE
55,55,6.288863,-27.550802,-21.26194,0.122826,3.461155,2.0,1.5,1,62,22,14,VOFDIE
56,56,26.346123,-6.775912,19.570211,0.151029,4.255921,2.0,1.5,1,60,22,24,VOFDIE
57,57,14.469613,-10.170872,4.298741,0.108992,3.07134,2.0,1.5,2,1,1,22,VOFDIE
58,58,6.355949,-28.205733,-21.849785,0.127976,3.606296,2.0,1.5,106,59,17,23,VOFDIE
59,59,26.781858,-6.622404,20.159454,0.153581,4.327826,2.0,1.5,60,59,24,23,VOFDIE
60,60,6.928016,-13.546394,-6.618378,0.116743,3.289758,2.0,1.5,49,112,-1,9,VOFDIE
61,61,6.907305,-13.393275,-6.48597,0.116617,3.286203,2.0,1.5,49,111,-1,16,VOFDIE
62,62,6.933242,-14.394056,-7.460814,0.126536,3.565706,2.0,1.5,49,106,-1,17,VOFDIE
63,63,6.482432,-12.798717,-6.316285,0.110243,3.106579,2.0,1.5,49,62,-1,14,VOFDIE
64,64,10.327569,-10.275255,0.052315,0.07707,2.171801,2.5,1.5,4,2,15,1,VOFDIE
65,65,1.655354,-26.228298,-24.572945,0.113716,3.20446,2.5,1.5,4,6,15,13,VOFDIE
66,66,18.695434,-6.305319,12.390114,0.133447,3.760463,2.5,1.5,12,6,12,13,VOFDIE
67,67,9.784269,-12.076477,-2.292208,0.094126,2.652406,2.5,1.5,6,62,13,14,VOFDIE
68,68,0.644099,-37.523692,-36.879593,0.160329,4.517975,2.5,1.5,12,14,12,5,VOFDIE
69,69,1.666167,-25.389525,-23.723359,0.108071,3.045371,2.5,1.5,14,16,5,3,VOFDIE
70,70,3.361526,-27.543737,-24.182211,0.111459,3.140862,2.5,1.5,14,111,5,16,VOFDIE
71,71,1.565098,-25.915813,-24.350715,0.094368,2.659238,2.5,1.5,16,18,3,4,VOFDIE
72,72,9.537042,-9.845842,-0.3088,0.085641,2.413314,2.5,1.5,61,18,2,4,VOFDIE
73,73,17.625041,-7.309271,10.31577,0.128848,3.630861,2.5,1.5,63,61,6,2,VOFDIE
74,74,3.267083,-28.648611,-25.381529,0.11722,3.303179,2.5,1.5,111,61,16,2,VOFDIE
75,75,16.596563,-7.303168,9.293395,0.127996,3.60684,2.5,1.5,64,63,7,6,VOFDIE
76,76,9.954461,-9.989483,-0.035022,0.088668,2.498611,2.5,1.5,65,64,8,7,VOFDIE
77,77,3.009138,-28.906926,-25.897789,0.11874,3.34601,2.5,1.5,64,112,7,9,VOFDIE
78,78,10.492414,-9.906519,0.585895,0.077337,2.17931,2.5,1.5,66,65,10,8,VOFDIE
79,79,1.643113,-25.490566,-23.847453,0.106598,3.003863,2.5,1.5,66,54,10,11,VOFDIE
80,80,10.042507,-12.028326,-1.985819,0.091994,2.592336,2.5,1.5,54,112,11,9,VOFDIE
81,81,0.723899,-36.866084,-36.142185,0.155233,4.374364,2.5,1.5,54,55,11,21,VOFDIE
82,82,0.726533,-36.758377,-36.031844,0.155864,4.392155,2.5,1.5,55,56,21,18,VOFDIE
83,83,3.196313,-28.919994,-25.723681,0.121098,3.41248,2.5,1.5,56,106,18,17,VOFDIE
84,84,1.754728,-24.66278,-22.908052,0.104514,2.945151,2.5,1.5,56,57,18,19,VOFDIE
85,85,1.662044,-25.268171,-23.606127,0.090228,2.542559,2.5,1.5,57,58,19,20,VOFDIE
86,86,9.643032,-10.135351,-0.492319,0.087691,2.471088,2.5,1.5,59,58,23,20,VOFDIE
87,87,3.231123,-28.010345,-24.779223,0.116708,3.288771,2.5,1.5,1,62,22,14,VOFDIE
88,88,17.016466,-6.906495,10.109972,0.126253,3.557747,2.5,1.5,1,60,22,24,VOFDIE
89,89,9.602036,-10.190687,-0.58865,0.088662,2.498437,2.5,1.5,2,1,1,22,VOFDIE
90,90,3.211623,-28.687261,-25.475638,0.12204,3.439003,2.5,1.5,106,59,17,23,VOFDIE
91,91,17.527846,-6.826173,10.701673,0.12877,3.628656,2.5,1.5,60,59,24,23,VOFDIE
92,92,2.435484,-15.585402,-13.149918,0.105719,2.979094,2.5,1.5,49,112,-1,9,VOFDIE
93,93,2.255577,-15.268849,-13.013272,0.10439,2.941635,2.5,1.5,49,111,-1,16,VOFDIE
94,94,2.399275,-16.32423,-13.924955,0.114949,3.239184,2.5,1.5,49,106,-1,17,VOFDIE
95,95,2.215791,-14.864862,-12.649071,0.100238,2.824649,2.5,1.5,49,62,-1,14,VOFDIE
96,96,11.992542,-10.198677,1.793865,0.070841,1.996254,3.0,1.5,4,2,15,1,VOFDIE
97,97,1.046313,-22.51513,-21.468817,0.098709,2.781567,3.0,1.5,4,6,15,13,VOFDIE
98,98,9.025253,-6.37327,2.651983,0.088225,2.486121,3.0,1.5,12,6,12,13,VOFDIE
99,99,1.014781,-12.140327,-11.125546,0.06066,1.709351,3.0,1.5,6,62,13,14,VOFDIE
100,100,0.0,-32.681789,-32.681789,0.143777,4.051547,3.0,1.5,12,14,12,5,VOFDIE
101,101,0.472096,-22.117918,-21.645823,0.094819,2.671942,3.0,1.5,14,16,5,3,VOFDIE
102,102,3.790503,-26.983065,-23.192561,0.109209,3.077449,3.0,1.5,14,111,5,16,VOFDIE
103,103,0.0,-25.155144,-25.155144,0.085151,2.399497,3.0,1.5,16,18,3,4,VOFDIE
104,104,8.53167,-9.934753,-1.403083,0.078275,2.205735,3.0,1.5,61,18,2,4,VOFDIE
105,105,8.23697,-7.453461,0.783509,0.084976,2.394575,3.0,1.5,63,61,6,2,VOFDIE
106,106,3.941413,-27.984079,-24.042666,0.115741,3.261516,3.0,1.5,111,61,16,2,VOFDIE
107,107,7.17031,-7.363713,-0.193403,0.083921,2.36485,3.0,1.5,64,63,7,6,VOFDIE
108,108,9.041458,-10.068585,-1.027126,0.081189,2.287848,3.0,1.5,65,64,8,7,VOFDIE
109,109,3.675462,-28.315946,-24.640484,0.117237,3.303675,3.0,1.5,64,112,7,9,VOFDIE
110,110,12.170836,-9.870414,2.300422,0.071516,2.015267,3.0,1.5,66,65,10,8,VOFDIE
111,111,0.466817,-22.084248,-21.617431,0.093664,2.639399,3.0,1.5,66,54,10,11,VOFDIE
112,112,1.391112,-11.981575,-10.590463,0.05855,1.649897,3.0,1.5,54,112,11,9,VOFDIE
113,113,0.011738,-32.266296,-32.254558,0.139932,3.9432,3.0,1.5,54,55,11,21,VOFDIE
114,114,0.108635,-31.817411,-31.708776,0.139631,3.934706,3.0,1.5,55,56,21,18,VOFDIE
115,115,3.999186,-28.246109,-24.246923,0.119647,3.37158,3.0,1.5,56,106,18,17,VOFDIE
116,116,0.837575,-21.48866,-20.651085,0.092062,2.594252,3.0,1.5,56,57,18,19,VOFDIE
117,117,0.0,-24.730585,-24.730585,0.081344,2.292231,3.0,1.5,57,58,19,20,VOFDIE
118,118,8.74813,-10.234083,-1.485953,0.080737,2.275131,3.0,1.5,59,58,23,20,VOFDIE
119,119,3.763748,-27.639346,-23.875598,0.114775,3.23429,3.0,1.5,1,62,22,14,VOFDIE
120,120,7.800116,-7.024277,0.775838,0.082644,2.328872,3.0,1.5,1,60,22,24,VOFDIE
121,121,8.659759,-10.318952,-1.659193,0.081294,2.290828,3.0,1.5,2,1,1,22,VOFDIE
122,122,3.878763,-28.054766,-24.176003,0.119891,3.378451,3.0,1.5,106,59,17,23,VOFDIE
123,123,8.160859,-6.986196,1.174662,0.084506,2.381323,3.0,1.5,60,59,24,23,VOFDIE
124,124,0.024962,-16.412031,-16.38707,0.09095,2.562903,3.0,1.5,49,112,-1,9,VOFDIE
125,125,0.027509,-15.969047,-15.941537,0.089077,2.510145,3.0,1.5,49,111,-1,16,VOFDIE
126,126,0.015914,-17.139325,-17.123411,0.09984,2.813434,3.0,1.5,49,106,-1,17,VOFDIE
127,127,0.000324,-15.720555,-15.720231,0.087405,2.463028,3.0,1.5,49,62,-1,14,VOFDIE
128,128,12.007985,-10.186556,1.821428,0.070932,1.998809,3.5,1.5,4,2,15,1,VOFDIE
129,129,8.364018,-7.386154,0.977864,0.057502,1.620368,3.5,1.5,4,6,15,13,VOFDIE
130,130,5.163193,-5.761113,-0.59792,0.050654,1.427403,3.5,1.5,12,6,12,13,VOFDIE
131,131,4.341283,-4.612315,-0.271031,0.034137,0.961965,3.5,1.5,6,62,13,14,VOFDIE
132,132,0.0,-22.313339,-22.313339,0.104128,2.934276,3.5,1.5,12,14,12,5,VOFDIE
133,133,3.014917,-6.896536,-3.881619,0.044596,1.2567,3.5,1.5,14,16,5,3,VOFDIE
134,134,3.82584,-27.02934,-23.203499,0.109164,3.076175,3.5,1.5,14,111,5,16,VOFDIE
135,135,0.0,-11.438143,-11.438143,0.040034,1.128127,3.5,1.5,16,18,3,4,VOFDIE
136,136,6.967201,-9.017986,-2.050785,0.071998,2.028857,3.5,1.5,61,18,2,4,VOFDIE
137,137,4.646197,-6.697641,-2.051444,0.050648,1.427228,3.5,1.5,63,61,6,2,VOFDIE
138,138,3.969015,-28.020455,-24.05144,0.115678,3.259745,3.5,1.5,111,61,16,2,VOFDIE
139,139,3.846444,-6.659641,-2.813197,0.049192,1.38621,3.5,1.5,64,63,7,6,VOFDIE
140,140,9.89622,-10.262299,-0.366079,0.083384,2.349699,3.5,1.5,65,64,8,7,VOFDIE
141,141,3.679502,-28.335447,-24.655945,0.117173,3.301876,3.5,1.5,64,112,7,9,VOFDIE
142,142,12.145301,-9.825888,2.319413,0.071596,2.017537,3.5,1.5,66,65,10,8,VOFDIE
143,143,2.798873,-6.684815,-3.885942,0.042725,1.203954,3.5,1.5,66,54,10,11,VOFDIE
144,144,4.522888,-4.044828,0.47806,0.028383,0.799813,3.5,1.5,54,112,11,9,VOFDIE
145,145,0.030889,-22.040411,-22.009521,0.101083,2.848449,3.5,1.5,54,55,11,21,VOFDIE
146,146,0.285118,-21.408556,-21.123438,0.10027,2.825557,3.5,1.5,55,56,21,18,VOFDIE
147,147,4.014384,-28.276364,-24.26198,0.119599,3.37023,3.5,1.5,56,106,18,17,VOFDIE
148,148,6.575188,-6.99471,-0.419522,0.050924,1.435015,3.5,1.5,56,57,18,19,VOFDIE
149,149,0.0,-11.35416,-11.35416,0.037896,1.067885,3.5,1.5,57,58,19,20,VOFDIE
150,150,6.838364,-9.235545,-2.397181,0.073039,2.058201,3.5,1.5,59,58,23,20,VOFDIE
151,151,3.783069,-27.674182,-23.891112,0.114717,3.232659,3.5,1.5,1,62,22,14,VOFDIE
152,152,4.470807,-6.311012,-1.840205,0.048471,1.36587,3.5,1.5,1,60,22,24,VOFDIE
153,153,9.626748,-10.539183,-0.912435,0.084051,2.368496,3.5,1.5,2,1,1,22,VOFDIE
154,154,3.896438,-28.090435,-24.193997,0.119846,3.377187,3.5,1.5,106,59,17,23,VOFDIE
155,155,4.499287,-6.260932,-1.761645,0.049324,1.389918,3.5,1.5,60,59,24,23,VOFDIE
156,156,0.526094,-14.308585,-13.78249,0.072496,2.042899,3.5,1.5,49,112,-1,9,VOFDIE
157,157,0.639153,-13.726343,-13.08719,0.071475,2.014128,3.5,1.5,49,111,-1,16,VOFDIE
158,158,0.40806,-14.727969,-14.319908,0.078956,2.224924,3.5,1.5,49,106,-1,17,VOFDIE
159,159,0.495983,-13.689952,-13.193969,0.071998,2.028866,3.5,1.5,49,62,-1,14,VOFDIE
160,160,12.012045,-10.187882,1.824163,0.070862,1.996843,4.0,1.5,4,2,15,1,VOFDIE
161,161,13.860479,-6.422774,7.437706,0.138589,3.905369,4.0,1.5,4,6,15,13,VOFDIE
162,162,6.027999,-4.095236,1.932762,0.03673,1.035017,4.0,1.5,12,6,12,13,VOFDIE
0,0,7.909987,-20.065875,-12.155888,0.104857,2.95481,1.5,1.5,49,48,15,1,VIMZUN
1,1,18.941419,-8.164194,10.777225,0.120291,3.38974,1.5,1.5,49,50,15,13,VIMZUN
2,2,30.541651,-5.097524,25.444127,0.172166,4.85153,1.5,1.5,50,78,13,12,VIMZUN
3,3,20.023359,-7.552886,12.470474,0.122531,3.452854,1.5,1.5,72,74,5,3,VIMZUN
4,4,30.491728,-5.132118,25.359611,0.172065,4.848702,1.5,1.5,78,72,12,5,VIMZUN
5,5,7.785251,-19.960141,-12.17489,0.104171,2.935484,1.5,1.5,76,74,4,3,VIMZUN
6,6,7.659602,-20.229304,-12.569702,0.123742,3.486982,1.5,1.5,71,76,2,4,VIMZUN
7,7,5.0236,-31.053502,-26.029902,0.178495,5.029878,1.5,1.5,64,71,6,2,VIMZUN
8,8,7.609647,-19.310709,-11.701062,0.120478,3.395009,1.5,1.5,62,61,8,7,VIMZUN
9,9,5.198995,-30.519848,-25.320854,0.173566,4.890975,1.5,1.5,61,64,7,6,VIMZUN
10,10,19.710772,-8.032635,11.678136,0.104625,2.948262,1.5,1.5,62,63,8,10,VIMZUN
11,11,10.445565,-24.175476,-13.729911,0.138908,3.914351,1.5,1.5,60,8,11,9,VIMZUN
12,12,23.101074,-9.020443,14.080631,0.123384,3.47688,1.5,1.5,61,8,7,9,VIMZUN
13,13,18.802602,-8.414477,10.388125,0.124801,3.51683,1.5,1.5,63,60,10,11,VIMZUN
14,14,23.881178,-10.297808,13.583369,0.137021,3.861184,1.5,1.5,47,5,22,14,VIMZUN
15,15,9.597557,-24.050225,-14.452669,0.13229,3.727859,1.5,1.5,50,5,13,14,VIMZUN
16,16,21.495421,-8.564083,12.931338,0.124638,3.512225,1.5,1.5,9,71,16,2,VIMZUN
17,17,8.856217,-22.083937,-13.22772,0.12208,3.440153,1.5,1.5,9,72,16,5,VIMZUN
18,18,30.108506,-4.651994,25.456512,0.169138,4.766203,1.5,1.5,60,55,11,21,VIMZUN
19,19,30.860115,-4.708871,26.151244,0.167329,4.715225,1.5,1.5,55,53,21,18,VIMZUN
20,20,19.576503,-7.658874,11.917629,0.126582,3.567018,1.5,1.5,53,54,18,19,VIMZUN
21,21,11.063566,-24.754295,-13.690729,0.134025,3.776759,1.5,1.5,6,53,17,18,VIMZUN
22,22,24.991269,-11.145902,13.845368,0.128975,3.634447,1.5,1.5,6,52,17,23,VIMZUN
23,23,8.729458,-19.848977,-11.119518,0.106879,3.011796,1.5,1.5,88,54,20,19,VIMZUN
24,24,4.496922,-31.105507,-26.608586,0.166128,4.681393,1.5,1.5,47,51,22,24,VIMZUN
25,25,8.05618,-19.110022,-11.053842,0.123808,3.488848,1.5,1.5,48,47,1,22,VIMZUN
26,26,7.508349,-19.088337,-11.579989,0.12183,3.43309,1.5,1.5,52,88,23,20,VIMZUN
27,27,4.56725,-31.134721,-26.567471,0.164024,4.622096,1.5,1.5,51,52,24,23,VIMZUN
28,28,4.426839,-2.221007,2.205832,0.047353,1.334372,1.5,1.5,2,8,-1,9,VIMZUN
29,29,0.39837,-1.693688,-1.295317,0.03486,0.982325,1.5,1.5,2,6,-1,17,VIMZUN
30,30,3.286818,-2.883986,0.402833,0.032398,0.912968,1.5,1.5,2,9,-1,16,VIMZUN
31,31,1.546565,-3.06905,-1.522485,0.045546,1.283451,1.5,1.5,2,5,-1,14,VIMZUN
32,32,4.838446,-26.663149,-21.824703,0.109699,3.091264,2.0,1.5,49,48,15,1,VIMZUN
33,33,15.929944,-8.984343,6.945601,0.116262,3.276195,2.0,1.5,49,50,15,13,VIMZUN
34,34,30.396835,-6.369147,24.027688,0.175024,4.932073,2.0,1.5,50,78,13,12,VIMZUN
35,35,17.363382,-8.435251,8.928131,0.11831,3.333918,2.0,1.5,72,74,5,3,VIMZUN
36,36,30.407664,-6.230037,24.177627,0.175578,4.947678,2.0,1.5,78,72,12,5,VIMZUN
37,37,4.80814,-26.624162,-21.816022,0.109369,3.081958,2.0,1.5,76,74,4,3,VIMZUN
38,38,4.666723,-27.446647,-22.779924,0.129204,3.640906,2.0,1.5,71,76,2,4,VIMZUN
39,39,2.766858,-40.472565,-37.705707,0.18994,5.352394,2.0,1.5,64,71,6,2,VIMZUN
40,40,4.647794,-25.929,-21.281206,0.125177,3.527426,2.0,1.5,62,61,8,7,VIMZUN
41,41,2.884614,-40.128332,-37.243718,0.185895,5.238404,2.0,1.5,61,64,7,6,VIMZUN
42,42,16.682365,-8.856654,7.825711,0.101667,2.864916,2.0,1.5,62,63,8,10,VIMZUN
43,43,6.267683,-29.44451,-23.176826,0.137607,3.877691,2.0,1.5,60,8,11,9,VIMZUN
44,44,19.985133,-10.815514,9.169619,0.121464,3.422777,2.0,1.5,61,8,7,9,VIMZUN
45,45,15.650633,-9.418287,6.232346,0.119663,3.372033,2.0,1.5,63,60,10,11,VIMZUN
46,46,20.63661,-12.637398,7.999212,0.13518,3.809294,2.0,1.5,47,5,22,14,VIMZUN
47,47,5.983527,-29.353576,-23.37005,0.133049,3.749253,2.0,1.5,50,5,13,14,VIMZUN
48,48,19.254555,-10.205308,9.049247,0.120228,3.38795,2.0,1.5,9,71,16,2,VIMZUN
49,49,5.510368,-27.05606,-21.545692,0.123322,3.47513,2.0,1.5,9,72,16,5,VIMZUN
50,50,30.052417,-5.999933,24.052483,0.171428,4.830742,2.0,1.5,60,55,11,21,VIMZUN
51,51,30.686264,-6.058832,24.627432,0.170645,4.808671,2.0,1.5,55,53,21,18,VIMZUN
52,52,16.607883,-8.521745,8.086138,0.122696,3.457494,2.0,1.5,53,54,18,19,VIMZUN
53,53,6.669427,-30.276523,-23.607097,0.132345,3.729396,2.0,1.5,6,53,17,18,VIMZUN
54,54,21.043027,-13.870076,7.172951,0.127597,3.595616,2.0,1.5,6,52,17,23,VIMZUN
55,55,5.410335,-26.290588,-20.880253,0.109286,3.079606,2.0,1.5,88,54,20,19,VIMZUN
56,56,2.431531,-39.863318,-37.431787,0.175451,4.944094,2.0,1.5,47,51,22,24,VIMZUN
57,57,4.997863,-25.793374,-20.795511,0.129077,3.637301,2.0,1.5,48,47,1,22,VIMZUN
58,58,4.697631,-25.977287,-21.279656,0.12726,3.586104,2.0,1.5,52,88,23,20,VIMZUN
59,59,2.457561,-40.734142,-38.276581,0.175649,4.949698,2.0,1.5,51,52,24,23,VIMZUN
60,60,3.200747,-3.073653,0.127094,0.04866,1.371205,2.0,1.5,2,8,-1,9,VIMZUN
61,61,0.415871,-2.07979,-1.663919,0.03497,0.985428,2.0,1.5,2,6,-1,17,VIMZUN
62,62,2.045302,-3.93676,-1.891458,0.031205,0.879344,2.0,1.5,2,9,-1,16,VIMZUN
63,63,0.944011,-3.938032,-2.994021,0.043955,1.238635,2.0,1.5,2,5,-1,14,VIMZUN
64,64,1.39085,-28.804951,-27.4141,0.105598,2.975688,2.5,1.5,49,48,15,1,VIMZUN
65,65,10.750929,-9.062692,1.688238,0.094639,2.666874,2.5,1.5,49,50,15,13,VIMZUN
66,66,20.638447,-6.665479,13.972968,0.147457,4.155262,2.5,1.5,50,78,13,12,VIMZUN
67,67,11.622893,-8.404,3.218893,0.094429,2.660954,2.5,1.5,72,74,5,3,VIMZUN
68,68,20.97538,-6.686975,14.288405,0.149011,4.199049,2.5,1.5,78,72,12,5,VIMZUN
69,69,1.414574,-28.404705,-26.990131,0.10422,2.936861,2.5,1.5,76,74,4,3,VIMZUN
70,70,1.258639,-29.768187,-28.509548,0.1253,3.530881,2.5,1.5,71,76,2,4,VIMZUN
71,71,0.664072,-41.410986,-40.746914,0.185079,5.215416,2.5,1.5,64,71,6,2,VIMZUN
72,72,1.319766,-28.16174,-26.841975,0.121582,3.426107,2.5,1.5,62,61,8,7,VIMZUN
73,73,0.711719,-41.172556,-40.460837,0.180927,5.098421,2.5,1.5,61,64,7,6,VIMZUN
74,74,12.30923,-9.006006,3.303223,0.085013,2.395624,2.5,1.5,62,63,8,10,VIMZUN
75,75,2.82743,-30.19974,-27.37231,0.127656,3.597271,2.5,1.5,60,8,11,9,VIMZUN
76,76,10.784905,-11.323521,-0.538617,0.101011,2.846438,2.5,1.5,61,8,7,9,VIMZUN
77,77,10.284765,-9.443947,0.840818,0.095837,2.700633,2.5,1.5,63,60,10,11,VIMZUN
78,78,11.129586,-13.393865,-2.264279,0.114016,3.212909,2.5,1.5,47,5,22,14,VIMZUN
79,79,2.890948,-29.855325,-26.964378,0.128362,3.617154,2.5,1.5,50,5,13,14,VIMZUN
80,80,10.886279,-10.651943,0.234336,0.095915,2.702828,2.5,1.5,9,71,16,2,VIMZUN
81,81,2.987271,-27.549693,-24.562422,0.118333,3.334554,2.5,1.5,9,72,16,5,VIMZUN
82,82,20.459632,-6.532565,13.927067,0.144876,4.08253,2.5,1.5,60,55,11,21,VIMZUN
83,83,20.933271,-6.616737,14.316533,0.144551,4.073361,2.5,1.5,55,53,21,18,VIMZUN
84,84,11.123925,-8.524842,2.599083,0.099834,2.81325,2.5,1.5,53,54,18,19,VIMZUN
85,85,2.849217,-31.103016,-28.253799,0.121519,3.424322,2.5,1.5,6,53,17,18,VIMZUN
86,86,11.005618,-14.919937,-3.914319,0.10874,3.064225,2.5,1.5,6,52,17,23,VIMZUN
87,87,1.562741,-28.351386,-26.788645,0.1047,2.950384,2.5,1.5,88,54,20,19,VIMZUN
88,88,0.594765,-40.276071,-39.681306,0.169108,4.765354,2.5,1.5,47,51,22,24,VIMZUN
89,89,1.393123,-27.915054,-26.52193,0.12428,3.502137,2.5,1.5,48,47,1,22,VIMZUN
90,90,1.328984,-28.074753,-26.745769,0.122501,3.452008,2.5,1.5,52,88,23,20,VIMZUN
91,91,0.599868,-41.455446,-40.855578,0.169909,4.787945,2.5,1.5,51,52,24,23,VIMZUN
92,92,1.648291,-3.231367,-1.583077,0.045964,1.295225,2.5,1.5,2,8,-1,9,VIMZUN
93,93,0.465545,-2.160496,-1.694951,0.034975,0.985568,2.5,1.5,2,6,-1,17,VIMZUN
94,94,0.658716,-4.219962,-3.561247,0.0283,0.797474,2.5,1.5,2,9,-1,16,VIMZUN
95,95,0.28301,-4.171322,-3.888312,0.039686,1.118318,2.5,1.5,2,5,-1,14,VIMZUN
96,96,0.0,-27.468721,-27.468721,0.094571,2.664958,3.0,1.5,49,48,15,1,VIMZUN
97,97,9.527315,-9.146273,0.381042,0.08605,2.424824,3.0,1.5,49,50,15,13,VIMZUN
98,98,9.734007,-6.85494,2.879067,0.09737,2.74382,3.0,1.5,50,78,13,12,VIMZUN
99,99,10.111566,-8.513124,1.598442,0.083698,2.358565,3.0,1.5,72,74,5,3,VIMZUN
100,100,10.080337,-6.894201,3.186135,0.100342,2.827592,3.0,1.5,78,72,12,5,VIMZUN
